id,title,fileType,date,description,name,tags,digital,thumbPath
az001,azur365 2023 Day 1,png,1/1/2023,IJN Suruga,1_suruga,"azur365, fanart, azur lane, chibi, IJN, suruga",1,.\public\assets\thumbnails\azur365\1_suruga.jpg
az002,azur365 2023 Day 2,png,2/1/2023,SN Murmansk,2_murmansk,"azur365, fanart, azur lane, chibi, SN, murmansk",1,.\public\assets\thumbnails\azur365\2_murmansk.jpg
az003,azur365 2023 Day 3,png,3/1/2023,MNF Jean Bart,3_jean_bart,"azur365, fanart, azur lane, chibi, MNF, jean bart",1,.\public\assets\thumbnails\azur365\3_jean_bart.jpg
az004,azur365 2023 Day 4,png,4/1/2023,IJN Azuma,4_azuma,"azur365, fanart, azur lane, chibi, IJN, azuma",1,.\public\assets\thumbnails\azur365\4_azuma.jpg
az005,azur365 2023 Day 5,png,5/1/2023,RN Pompeo Magno,5_pompeo_magno,"azur365, fanart, azur lane, chibi, RN, pompeo magno",1,.\public\assets\thumbnails\azur365\5_pompeo_magno.jpg
az006,azur365 2023 Day 6,png,6/1/2023,USS Long Island,6_long_island,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\6_long_island.jpg
az007,azur365 2023 Day 7,png,7/1/2023,IJN Ayanami,7_Ayanami,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\7_Ayanami.jpg
az008,azur365 2023 Day 8,png,8/1/2023,HMS Juno,8_juno,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\8_juno.jpg
az009,azur365 2023 Day 9,png,9/1/2023,USS Northampton,9_northampton,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\9_northampton.jpg
az010,azur365 2023 Day 10,png,10/1/2023,HMS Comet,10_comet,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\10_comet.jpg
az011,azur365 2023 Day 11,png,11/1/2023,USS Craven,11_craven,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\11_craven.jpg
az012,azur365 2023 Day 12,png,12/1/2023,HMS Repulse,12_repulse,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\12_repulse.jpg
az013,azur365 2023 Day 13,png,13/1/2023,HMS Foxhound,13_foxhound,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\13_foxhound.jpg
az014,azur365 2023 Day 14,png,14/1/2023,USS Omaha,14_omaha,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\14_omaha.jpg
az015,azur365 2023 Day 15,png,15/1/2023,USS Aulick,15_aulick,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\15_aulick.jpg
az016,azur365 2023 Day 16,png,16/1/2023,USS Raleigh,16_raleigh,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\16_raleigh.jpg
az017,azur365 2023 Day 17,png,17/1/2023,USS Mccall,17_mcCall,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\17_mcCall.jpg
az018,azur365 2023 Day 18,png,18/1/2023,Universal Bulin,18_universal_bulin,"azur365, fanart, azur lane, chibi, none",1,.\public\assets\thumbnails\azur365\18_universal_bulin.jpg
az019,azur365 2023 Day 19,png,19/1/2023,HMS Crescent,19_crescent,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\19_crescent.jpg
az020,azur365 2023 Day 20,png,20/1/2023,USS Spence,20_spence,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\20_spence.jpg
az021,azur365 2023 Day 21,png,21/1/2023,HMS Cygnet,21_cygnet,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\21_cygnet.jpg
az022,azur365 2023 Day 22,png,22/1/2023,USS Cassin,22_cassin,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\22_cassin.jpg
az023,azur365 2023 Day 23,png,23/1/2023,Prototype Bulin Mk II,23_prototype_bulin_MK_II,"azur365, fanart, azur lane, chibi, none",1,.\public\assets\thumbnails\azur365\23_prototype_bulin_MK_II.jpg
az024,azur365 2023 Day 24,png,24/1/2023,USS Chicago,24_chicago,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\24_chicago.jpg
az025,azur365 2023 Day 25,png,25/1/2023,HMS Hermes,25_hermes,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\25_hermes.jpg
az026,azur365 2023 Day 26,png,26/1/2023,HMS Leander,26_leander,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\26_leander.jpg
az027,azur365 2023 Day 27,png,27/1/2023,USS Foote,27_foote,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\27_foote.jpg
az028,azur365 2023 Day 28,png,28/1/2023,USS Indianapolis,28_indianapolis,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\28_indianapolis.jpg
az029,azur365 2023 Day 29,png,29/1/2023,HMS Renown,29_renown,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\29_renown.jpg
az030,azur365 2023 Day 30,png,30/1/2023,USS Downes,30_downes,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\30_downes.jpg
az031,azur365 2023 Day 31,png,31/1/2023,USS Langley,31_langley,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\31_langley.jpg
az032,azur365 2023 Day 32,png,1/2/2023,USS Pennsylvania,32_pennsylvania,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\32_pennsylvania.jpg
az033,azur365 2023 Day 33,png,2/2/2023,USS Oklahoma,33_oklahoma,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\33_oklahoma.jpg
az034,azur365 2023 Day 34,png,3/2/2023,HMS Javelin,34_javelin,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\34_javelin.jpg
az035,azur365 2023 Day 35,png,4/2/2023,USS Fletcher,35_fletcher,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\35_fletcher.jpg
az036,azur365 2023 Day 36,png,5/2/2023,HMS Nelson,36_nelson,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\36_nelson.jpg
az037,azur365 2023 Day 37,png,6/2/2023,USS Bogue,37_bogue,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\37_bogue.jpg
az038,azur365 2023 Day 38,png,7/2/2023,IJN Shouhou,38_shouhou,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\38_shouhou.jpg
az039,azur365 2023 Day 39,png,8/2/2023,USS Nevada,39_nevada,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\39_nevada.jpg
az040,azur365 2023 Day 40,png,9/2/2023,USS Pensacola,40_pensacola,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\40_pensacola.jpg
az041,azur365 2023 Day 41,png,10/2/2023,USS Brooklyn,41_brooklyn,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\41_brooklyn.jpg
az042,azur365 2023 Day 42,png,11/2/2023,USS Arizona,42_arizona,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\42_arizona.jpg
az043,azur365 2023 Day 43,png,12/2/2023,USS Gridley,43_gridley,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\43_gridley.jpg
az044,azur365 2023 Day 44,png,13/2/2023,USS Thatcher,44_thatcher,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\44_thatcher.jpg
az045,azur365 2023 Day 45,png,14/2/2023,HMS Norfolk,45_norfolk,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\45_norfolk.jpg
az046,azur365 2023 Day 46,png,15/2/2023,HMS Ajax,46_ajax,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\46_ajax.jpg
az047,azur365 2023 Day 47,png,16/2/2023,USS Lexington,47_lexington,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\47_lexington.jpg
az048,azur365 2023 Day 48,png,17/2/2023,HMS Galatea,48_galatea,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\48_galatea.jpg
az049,azur365 2023 Day 49,png,18/2/2023,USS Ranger,49_ranger,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\49_ranger.jpg
az050,azur365 2023 Day 50,png,19/2/2023,KMS Karlsruhe,50_karlsruhe,"azur365, fanart, azur lane, chibi, KMS",1,.\public\assets\thumbnails\azur365\50_karlsruhe.jpg
az051,azur365 2023 Day 51,png,20/2/2023,IJN Kako,51_kako,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\51_kako.jpg
az052,azur365 2023 Day 52,png,21/2/2023,HMS Beagle,52_beagle,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\52_beagle.jpg
az053,azur365 2023 Day 53,png,22/2/2023,IJN Hiryuu,53_hiryuu,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\53_hiryuu.jpg
az054,azur365 2023 Day 54,png,23/2/2023,USS Portland,54_portland,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\54_portland.jpg
az055,azur365 2023 Day 55,png,24/2/2023,USS Yorktown,55_yorktown,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\55_yorktown.jpg
az056,azur365 2023 Day 56,png,25/2/2023,HMS Arethusa,56_arethusa,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\56_arethusa.jpg
az057,azur365 2023 Day 57,png,26/2/2023,IJN I58,57_i58,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\57_i58.jpg
az058,azur365 2023 Day 58,png,27/2/2023,KMS Königsberg,58_königsberg,"azur365, fanart, azur lane, chibi, KMS",1,.\public\assets\thumbnails\azur365\58_königsberg.jpg
az059,azur365 2023 Day 59,png,28/2/2023,HMS Bulldog,59_bulldog,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\59_bulldog.jpg
az060,azur365 2023 Day 60,png,1/3/2023,KMS Köln,60_köln,"azur365, fanart, azur lane, chibi, KMS",1,.\public\assets\thumbnails\azur365\60_köln.jpg
az061,azur365 2023 Day 61,png,2/3/2023,USS Sims,61_sims,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\61_sims.jpg
az062,azur365 2023 Day 62,png,3/3/2023,IJN Shiranui,62_shiranui,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\62_shiranui.jpg
az063,azur365 2023 Day 63,png,4/3/2023,IJN Souryuu,63_souryuu,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\63_souryuu.jpg
az064,azur365 2023 Day 64,png,5/3/2023,IJN Akagi Chan,64_akagi_chan,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\64_akagi_chan.jpg
az065,azur365 2023 Day 65,png,6/3/2023,KMS Prinz Eugen,65_prinz_eugen,"azur365, fanart, azur lane, chibi, KMS",1,.\public\assets\thumbnails\azur365\65_prinz_eugen.jpg
az066,azur365 2023 Day 66,png,7/3/2023,USS San Diego,66_san_diego,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\66_san_diego.jpg
az067,azur365 2023 Day 67,png,8/3/2023,HMS Amazon,67_amazon,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\67_amazon.jpg
az068,azur365 2023 Day 68,png,9/3/2023,USS Hammann,68_hammann,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\68_hammann.jpg
az069,azur365 2023 Day 69,png,10/3/2023,IJN Uzuki,69_uzuki,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\69_uzuki.jpg
az070,azur365 2023 Day 70,png,11/3/2023,IJN Akagi,70_akagi,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\70_akagi.jpg
az071,azur365 2023 Day 71,png,12/3/2023,IJN Kagura,71_kagura,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\71_kagura.jpg
az072,azur365 2023 Day 72,png,13/3/2023,HMS Kent,72_kent,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\72_kent.jpg
az073,azur365 2023 Day 73,png,14/3/2023,HMS Suffolk,73_suffolk,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\73_suffolk.jpg
az074,azur365 2023 Day 74,png,15/3/2023,HMS Sussex,74_sussex,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\74_sussex.jpg
az075,azur365 2023 Day 75,png,16/3/2023,HMS Unicorn,75_unicorn,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\75_unicorn.jpg
az076,azur365 2023 Day 76,png,17/3/2023,KMS Zeppy,76_zeppy,"azur365, fanart, azur lane, chibi, KMS",1,.\public\assets\thumbnails\azur365\76_zeppy.jpg
az077,azur365 2023 Day 77,png,18/3/2023,HMS Illustrious,77_illustrious,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\77_illustrious.jpg
az078,azur365 2023 Day 78,png,19/3/2023,HMS Shropshire,78_shropshire,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\78_shropshire.jpg
az079,azur365 2023 Day 79,png,20/3/2023,USS Hornet,79_hornet,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\79_hornet.jpg
az080,azur365 2023 Day 80,png,21/3/2023,KMS Z1 Leberecht Maass,80_z1_leberecht_maass,"azur365, fanart, azur lane, chibi, KMS",1,.\public\assets\thumbnails\azur365\80_z1_leberecht_maass.jpg
az081,azur365 2023 Day 81,png,22/3/2023,HMS Erebus,81_erebus,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\81_erebus.jpg
az082,azur365 2023 Day 82,png,23/3/2023,USS California,82_california,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\82_california.jpg
az083,azur365 2023 Day 83,png,24/3/2023,ROC Ning Hai,83_ning_hai,"azur365, fanart, azur lane, chibi, ROC",1,.\public\assets\thumbnails\azur365\83_ning_hai.jpg
az084,azur365 2023 Day 84,png,25/3/2023,IJN Hiei Chan,84_hiei_chan,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\84_hiei_chan.jpg
az085,azur365 2023 Day 85,png,26/3/2023,USS Houston,85_houston,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\85_houston.jpg
az086,azur365 2023 Day 86,png,27/3/2023,IJN Kaga,86_kaga,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\86_kaga.jpg
az087,azur365 2023 Day 87,png,28/3/2023,USS Juneau,87_juneau,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\87_juneau.jpg
az088,azur365 2023 Day 88,png,29/3/2023,IJN Furutaka,88_furutaka,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\88_furutaka.jpg
az089,azur365 2023 Day 89,png,30/3/2023,IJN Shiratsuyu,89_shiratsuyu,"azur365, fanart, azur lane, chibi, IJN",1,.\public\assets\thumbnails\azur365\89_shiratsuyu.jpg
az090,azur365 2023 Day 90,png,31/3/2023,HMS Achilles,90_achilles,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\90_achilles.jpg
az091,azur365 2023 Day 91,png,1/4/2023,HMS Rodney,91_rodney,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\91_rodney.jpg
az092,azur365 2023 Day 92,png,2/4/2023,HMS Fortune,92_fortune,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\92_fortune.jpg
az093,azur365 2023 Day 93,png,3/4/2023,USS Maury,93_maury,"azur365, fanart, azur lane, chibi, USS",1,.\public\assets\thumbnails\azur365\93_maury.jpg
az094,azur365 2023 Day 94,png,4/4/2023,HMS Warspite,94_warspite,"azur365, fanart, azur lane, chibi, HMS",1,.\public\assets\thumbnails\azur365\94_warspite.jpg
